gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,AvgMonthlyCharges,HasStreamingServices,NumAddOnServices,IsNewCustomer,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,1,0,1.6084834273893616,1,1,0.6460846477546283,1.6661307552831337,0.6529895079375588,1,5,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,0,1,-0.2639803751859618,0,1,-1.1657361544167435,-0.6638145489174799,-1.1477707242340955,0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,0.26519417771576004,1,1,1.1786803231181906,0.6592207115323717,1.0767367876219318,1,4,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False
0,0,0,0,-1.2816237461508113,1,0,-1.5058673489635668,-1.0003434335692487,-1.5018152272557093,0,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,-1.2816237461508113,1,1,-1.5075265255223318,-1.000365372997155,-1.5034696408212307,0,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,1,0.9571916699718578,1,0,0.7954105380434776,1.1709798068702142,0.7867114234507566,1,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
0,1,1,0,0.428017117070136,1,1,1.4142833944628193,0.9805016937893966,1.340121005703593,1,4,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
0,0,0,1,-1.2816237461508113,1,0,-1.3117436915880627,-0.9977765205042344,-1.3082488400896868,0,0,1,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,-0.1418631706701798,1,0,0.1981069768880804,-0.1468777485937965,0.09286830367615821,1,3,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
1,0,0,0,-1.2409180113122174,1,1,0.5664441729339085,-0.9278994426232848,0.906183717360921,0,1,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,1.4456604880349857,1,0,0.4868036981131887,1.3875000208755799,0.5088081766893967,0,2,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
1,0,1,1,1.4049547531963917,1,1,0.8169798333074222,1.7875216098876217,0.9986950669613169,1,2,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,1,-0.5489205190561197,1,1,-1.3283354571757127,-0.8037003412468154,-1.3341970107489196,0,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,1,1,1.3642490183577978,0,1,-0.2714399892424126,0.618281739059577,-0.289531153683684,1,4,0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False
0,0,1,0,-1.1595065416350294,0,1,-1.1906238027982183,-0.9520547527479083,-1.0766309409166686,0,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,-0.9559778674420595,1,0,-1.4992306427285067,-0.9164909401121094,-1.3742415589810468,0,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,1,1,0,0.8350744654560759,1,1,1.2915043291142099,1.3980528856984173,1.2759451492549894,1,4,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,-0.38609757970174374,1,1,-1.5075265255223318,-0.8026033698515102,-1.4722515761500847,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,0,0.7129572609402939,1,0,1.4474669256381192,1.4529892131753082,1.564276345454087,1,5,0,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False
1,0,0,0,-1.2409180113122174,1,0,0.33250027814804467,-0.9423355861855031,0.3618816543043277,0,1,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,1.0793088744876398,1,0,-1.4793205240233267,-0.4529766467397956,-1.4381343254370744,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,1,1,1.2421318138420157,1,0,0.6162194696968583,1.3758940635132497,0.7058289824697026,1,5,0,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False
0,0,1,0,-0.30468611002455576,1,1,0.2030845065643751,-0.20256001661949494,0.28356171611253694,1,4,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,0,0,-0.7524491932490895,1,1,0.5150096996121938,-0.5385404155736113,0.38492527182409225,0,1,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,1.3235432835192036,1,0,0.07035038186317573,0.8820594807746965,0.04508690902334178,0,3,0,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
1,1,1,0,1.4863662228735797,0,0,-0.2780766954774726,0.7254558443809077,-0.253236502459047,1,4,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False
0,0,1,1,-0.4675090493789317,1,1,0.3026351000902746,-0.32191050442871477,0.31827603961308115,0,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,1,0.428017117070136,1,1,0.873391836305432,0.7522877647100761,0.9399068217837037,0,3,0,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
1,1,1,0,1.5677776925507676,1,1,0.8982794846869069,1.8805886630653257,0.9202229310683399,0,4,0,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
1,0,0,1,-0.5489205190561197,0,1,-1.3134028681468275,-0.7605235471275977,-1.1628345951201602,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,0.30589991255435406,1,0,-1.5025489958460367,-0.6446175494996367,-1.4619024999875017,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,0,-0.9559778674420595,1,1,0.6095827634617982,-0.6564429011410281,0.804621106810847,1,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0,1.0386031396490458,1,1,1.27159421040903,1.6315542169031096,1.2843027901980553,1,4,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
0,0,0,0,-1.2816237461508113,1,0,-1.4942531130522119,-1.000189857573906,-1.4902343322970584,0,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,0,1,1,0.590840056424512,1,1,1.6100662283970886,1.324468044501336,1.5950709659575102,1,6,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
0,0,1,0,1.0386031396490458,1,1,0.642766294637098,1.148338317271112,0.6560535008771523,1,5,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
1,0,0,0,0.30589991255435406,1,1,1.2516840917038503,0.793687465168899,1.2495986132240582,1,4,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
0,0,0,0,0.346605647392948,1,1,0.12178485518489039,0.2534948712647428,0.17317762895892347,1,3,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
1,0,1,0,1.4049547531963917,1,1,1.1936129121470758,1.9455074302394948,1.1765074861452085,1,4,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False
1,1,0,0,0.06166550352279012,1,1,1.1587702044130104,0.45801421820546834,1.1048106636685386,1,4,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
1,0,0,0,-1.2002122764736234,1,1,-1.5207999379924515,-0.9856440168721574,-1.563580000368514,0,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
